age,month_application,date_application,employment_status,gender,loan_purpose,loan_amount_range,loan_amount
46,September,07/09/2019,PART TIME,FEMALE,Personal,"15,001 - 25,000",20000
46,September,17/09/2019,FULL TIME,FEMALE,Home,"0 - 1,000",800
46,April,02/04/2019,FULL TIME,Male,Home,"1,001 - 5,000",2700
46,May,01/05/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",600
46,June,08/06/2019,FULL TIME,Male,Home,"1,001 - 5,000",4000
46,July,10/07/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
46,February,12/02/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
46,February,22/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
46,May,09/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
46,August,30/08/2019,FULL TIME,Male,Home,"10,001 - 15,000",15000
46,November,22/11/2019,FULL TIME,Male,Personal,"10,001 - 15,000",12500
46,April,27/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
46,September,19/09/2019,FULL TIME,Male,Home,"1,001 - 5,000",1500
46,December,19/12/2019,FULL TIME,Male,Home,"0 - 1,000",1000
46,October,03/10/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
46,November,29/11/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
46,August,08/08/2019,FULL TIME,Male,Home,"5,001 - 10,000",7000
46,March,26/03/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",2000
46,August,30/08/2019,FULL TIME,Male,Car,"5,001 - 10,000",7000
46,May,20/05/2019,FULL TIME,Male,Personal,"5,001 - 10,000",9000
46,April,05/04/2019,FULL TIME,Male,Car,"10,001 - 15,000",15000
46,November,14/11/2019,FULL TIME,Male,Car,"1,001 - 5,000",5000
46,February,27/02/2019,UNEMPLOYED,Male,Home,"0 - 1,000",1000
46,May,20/05/2019,UNEMPLOYED,Male,Home,"0 - 1,000",500
46,August,31/08/2019,UNEMPLOYED,Male,Home,"0 - 1,000",400
46,October,21/10/2019,UNEMPLOYED,Male,Home,"0 - 1,000",800
46,July,27/07/2019,FULL TIME,Male,Car,"1,001 - 5,000",2000
46,December,07/12/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
46,August,02/08/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
46,June,26/06/2019,FULL TIME,Male,Home,"1,001 - 5,000",4000
46,June,21/06/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1300
46,February,15/02/2019,FULL TIME,Male,Personal,"5,001 - 10,000",7000
46,September,13/09/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
46,January,30/01/2019,FULL TIME,Male,Home,"0 - 1,000",600
46,September,26/09/2019,FULL TIME,Male,Student,"1,001 - 5,000",3000
46,April,24/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3000
46,January,10/01/2019,FULL TIME,Male,Car,"1,001 - 5,000",2500
46,August,01/08/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
46,April,06/04/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1500
46,October,26/10/2019,FULL TIME,FEMALE,Home,"0 - 1,000",700
46,February,25/02/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",7000
46,April,20/04/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
46,August,20/08/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",7000
46,October,01/10/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",5000
46,January,11/01/2019,PART TIME,FEMALE,Personal,"0 - 1,000",600
46,November,15/11/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",1200
46,December,19/12/2019,PART TIME,FEMALE,Personal,"0 - 1,000",300
46,March,15/03/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
46,March,29/03/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",4000
46,June,25/06/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",27000
46,November,18/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
46,July,17/07/2019,SOCIAL WELFARE,FEMALE,Personal,"1,001 - 5,000",1700
46,August,29/08/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
46,June,15/06/2019,FULL TIME,Male,Car,"1,001 - 5,000",1200
46,March,05/03/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
46,September,14/09/2019,FULL TIME,Male,Car,"1,001 - 5,000",2800
46,February,25/02/2019,PART TIME,FEMALE,Personal,"0 - 1,000",175
46,August,03/08/2019,PART TIME,FEMALE,Home,"0 - 1,000",250
46,February,08/02/2019,FULL TIME,Male,Personal,"5,001 - 10,000",8000
46,February,13/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
46,March,30/03/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
46,August,23/08/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
47,August,15/08/2019,FULL TIME,FEMALE,Student,"1,001 - 5,000",3500
47,October,23/10/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
47,June,22/06/2019,PART TIME,FEMALE,Home,"50,001 - 100,000",60000
47,July,01/07/2019,FULL TIME,Male,Personal,"0 - 1,000",800
47,June,27/06/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",10000
47,July,27/07/2019,UNEMPLOYED,FEMALE,Personal,"1,001 - 5,000",1500
47,January,17/01/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",10000
47,January,28/01/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
47,May,13/05/2019,FULL TIME,Male,Personal,"0 - 1,000",500
47,September,13/09/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",2000
47,August,12/08/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",4000
47,September,09/09/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
47,June,14/06/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
47,July,22/07/2019,PART TIME,FEMALE,Personal,"0 - 1,000",300
47,February,19/02/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",300
47,January,28/01/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",30000
47,January,11/01/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",300
47,November,29/11/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
47,January,12/01/2019,FULL TIME,Male,Home,"0 - 1,000",1000
47,July,26/07/2019,FULL TIME,Male,Home,"0 - 1,000",1000
47,November,15/11/2019,FULL TIME,Male,Car,"0 - 1,000",700
47,January,22/01/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",600
47,September,03/09/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
47,December,06/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
47,January,30/01/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1200
47,October,25/10/2019,FULL TIME,Male,Home,"1,001 - 5,000",4000
47,October,30/10/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
47,April,04/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
47,May,15/05/2019,FULL TIME,Male,Personal,"10,001 - 15,000",15000
47,February,14/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4960.76
47,March,15/03/2019,FULL TIME,Male,Home,"1,001 - 5,000",4000
47,August,01/08/2019,FULL TIME,Male,Home,"1,001 - 5,000",3500
47,September,10/09/2019,FULL TIME,Male,Student,"1,001 - 5,000",5000
47,November,27/11/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
47,November,04/11/2019,FULL TIME,Male,Car,"10,001 - 15,000",10750
47,June,14/06/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",432
47,September,27/09/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",138
47,March,29/03/2019,FULL TIME,Male,Home,"1,001 - 5,000",2600
47,September,27/09/2019,FULL TIME,Male,Home,"0 - 1,000",750
47,June,20/06/2019,FULL TIME,Male,Car,"5,001 - 10,000",7800
47,December,12/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1200
47,May,09/05/2019,FULL TIME,Male,Home,"1,001 - 5,000",3000
47,September,06/09/2019,FULL TIME,Male,Personal,"5,001 - 10,000",7000
47,January,30/01/2019,FULL TIME,Male,Home,"1,001 - 5,000",4300
47,September,24/09/2019,FULL TIME,Male,Home,"1,001 - 5,000",4400
47,July,08/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
47,September,17/09/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
47,March,01/03/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",1000
47,October,04/10/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",14500
47,May,02/05/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",5000
47,October,31/10/2019,FULL TIME,FEMALE,Home,"15,001 - 25,000",16000
47,November,05/11/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
47,January,18/01/2019,PART TIME,FEMALE,Personal,"5,001 - 10,000",6000
47,August,23/08/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",5000
47,November,18/11/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1200
47,August,19/08/2019,FULL TIME,FEMALE,Car,"15,001 - 25,000",25000
47,August,09/08/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
47,January,22/01/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",700
47,June,17/06/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
47,April,17/04/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
47,September,02/09/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
47,November,15/11/2019,FULL TIME,FEMALE,Home,"0 - 1,000",500
47,September,12/09/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
47,May,04/05/2019,PART TIME,Male,Car,"0 - 1,000",1000
47,October,10/10/2019,FULL TIME,Male,Car,"1,001 - 5,000",4700
47,April,25/04/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",2000
47,September,06/09/2019,PART TIME,FEMALE,Car,"1,001 - 5,000",1200
47,August,22/08/2019,PART TIME,FEMALE,Student,"0 - 1,000",800
47,May,30/05/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
47,December,05/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
48,November,30/11/2019,FULL TIME,Male,Car,"15,001 - 25,000",19000
48,October,19/10/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
48,November,02/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
48,August,10/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2500
48,May,31/05/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
48,October,03/10/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
48,June,20/06/2019,RETIRED,Male,Personal,"1,001 - 5,000",2500
48,March,15/03/2019,PART TIME,FEMALE,Personal,"0 - 1,000",600
48,May,29/05/2019,FULL TIME,Male,Personal,"0 - 1,000",500
48,August,10/08/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
48,June,14/06/2019,FULL TIME,Male,Car,"5,001 - 10,000",8500
48,January,29/01/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
48,March,19/03/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",7000
48,March,19/03/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",40000
48,July,02/07/2019,PART TIME,FEMALE,Student,"10,001 - 15,000",15000
48,November,15/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",1000
48,August,03/08/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",8400
48,June,13/06/2019,PART TIME,FEMALE,Car,"1,001 - 5,000",4000
48,November,02/11/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",10000
48,February,13/02/2019,FULL TIME,Male,Home,"1,001 - 5,000",3000
48,May,08/05/2019,FULL TIME,Male,Home,"50,001 - 100,000",87464.09
48,December,13/12/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
48,April,10/04/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
48,February,04/02/2019,SOCIAL WELFARE,Male,Personal,"1,001 - 5,000",3000
48,November,01/11/2019,SOCIAL WELFARE,Male,Personal,"1,001 - 5,000",2000
48,February,12/02/2019,FULL TIME,Male,Personal,"10,001 - 15,000",15000
48,December,21/12/2019,UNEMPLOYED,Male,Car,"10,001 - 15,000",11000
48,August,17/08/2019,FULL TIME,Male,Car,"5,001 - 10,000",6000
48,May,03/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3500
48,November,30/11/2019,FULL TIME,Male,Car,"5,001 - 10,000",7700
48,August,02/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3000
48,November,29/11/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
48,October,21/10/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3000
48,September,21/09/2019,FULL TIME,Male,Home,"15,001 - 25,000",20000
48,May,27/05/2019,FULL TIME,Male,Home,"15,001 - 25,000",25000
48,December,13/12/2019,FULL TIME,Male,Car,"0 - 1,000",1000
48,August,09/08/2019,FULL TIME,Male,Personal,"0 - 1,000",500
48,March,26/03/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
48,February,06/02/2019,FULL TIME,Male,Car,"10,001 - 15,000",11000
48,October,01/10/2019,FULL TIME,Male,Home,"1,001 - 5,000",3000
48,June,10/06/2019,FULL TIME,Male,Car,"1,001 - 5,000",3000
48,September,16/09/2019,FULL TIME,Male,Home,"10,001 - 15,000",12000
48,March,09/03/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",8000
48,August,02/08/2019,FULL TIME,FEMALE,Home,"10,001 - 15,000",15000
48,May,16/05/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",6000
48,October,21/10/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
48,March,13/03/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
48,July,24/07/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
48,October,10/10/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
48,March,27/03/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1500
48,January,18/01/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",3500
48,January,14/01/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",9000
48,February,15/02/2019,FULL TIME,FEMALE,Personal,"10,001 - 15,000",15000
48,November,14/11/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1400
48,March,29/03/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",30000
48,August,15/08/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
48,August,08/08/2019,FULL TIME,Male,Personal,"0 - 1,000",800
48,December,21/12/2019,FULL TIME,Male,Personal,"0 - 1,000",300
48,January,12/01/2019,FULL TIME,Male,Home,"10,001 - 15,000",10500
48,December,05/12/2019,FULL TIME,Male,Home,"1,001 - 5,000",1200
48,February,22/02/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",6000
48,June,29/06/2019,PART TIME,FEMALE,Home,"0 - 1,000",1000
48,January,12/01/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",500
48,December,11/12/2019,SOCIAL WELFARE,Male,Home,"0 - 1,000",600
48,March,29/03/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
48,April,17/04/2019,FULL TIME,Male,Personal,"0 - 1,000",500
48,May,23/05/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
48,August,02/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
48,December,04/12/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
48,September,09/09/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
48,April,27/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3000
49,March,15/03/2019,RETIRED,Male,Personal,"0 - 1,000",250
49,August,02/08/2019,RETIRED,Male,Personal,"0 - 1,000",250
49,December,19/12/2019,RETIRED,Male,Personal,"0 - 1,000",250
49,September,05/09/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",4000
49,December,16/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",800
49,March,28/03/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
49,October,25/10/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",0
49,June,27/06/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3500
49,January,24/01/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3000
49,May,03/05/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
49,June,05/06/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1600
49,June,26/06/2019,FULL TIME,FEMALE,Home,"0 - 1,000",800
49,August,07/08/2019,FULL TIME,FEMALE,Home,"0 - 1,000",600
49,October,17/10/2019,FULL TIME,FEMALE,Car,"0 - 1,000",550
49,November,28/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
49,August,26/08/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2500
49,October,10/10/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
49,January,15/01/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
49,April,04/04/2019,PART TIME,FEMALE,Personal,"0 - 1,000",300
49,June,27/06/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
49,September,06/09/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
49,October,08/10/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
49,March,11/03/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
49,November,13/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",1000
49,January,11/01/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1500
49,May,22/05/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1200
49,August,26/08/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",350
49,June,12/06/2019,PART TIME,Male,Home,"1,001 - 5,000",1800
49,April,01/04/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1500
49,April,06/04/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
49,January,25/01/2019,FULL TIME,Male,Personal,"0 - 1,000",500
49,August,02/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
49,August,22/08/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
49,April,16/04/2019,FULL TIME,Male,Personal,"25,001 - 50,000",30000
49,May,21/05/2019,FULL TIME,Male,Agri,"5,001 - 10,000",10000
49,July,19/07/2019,FULL TIME,Male,Home,"5,001 - 10,000",6000
49,July,06/07/2019,FULL TIME,Male,Home,"1,001 - 5,000",2500
49,August,20/08/2019,FULL TIME,Male,Personal,"10,001 - 15,000",12000
49,January,24/01/2019,FULL TIME,Male,Student,"1,001 - 5,000",1500
49,May,31/05/2019,FULL TIME,Male,Home,"0 - 1,000",1000
49,August,21/08/2019,FULL TIME,Male,Home,"0 - 1,000",500
49,November,21/11/2019,FULL TIME,Male,Home,"0 - 1,000",1000
49,April,26/04/2019,FULL TIME,Male,Personal,"10,001 - 15,000",15000
49,January,26/01/2019,FULL TIME,Male,Personal,"0 - 1,000",400
49,December,23/12/2019,FULL TIME,Male,Personal,"0 - 1,000",400
49,February,23/02/2019,FULL TIME,Male,Personal,"10,001 - 15,000",12400
49,August,28/08/2019,FULL TIME,Male,Student,"1,001 - 5,000",2500
49,April,01/04/2019,FULL TIME,Male,Car,"1,001 - 5,000",1500
49,August,19/08/2019,FULL TIME,Male,Car,"0 - 1,000",1000
49,May,31/05/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
49,January,09/01/2019,FULL TIME,Male,Home,"1,001 - 5,000",1500
49,August,06/08/2019,FULL TIME,Male,Car,"0 - 1,000",800
49,December,13/12/2019,FULL TIME,Male,Home,"1,001 - 5,000",1500
49,November,21/11/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",1800
49,May,23/05/2019,FULL TIME,Male,Personal,"0 - 1,000",500
49,March,29/03/2019,FULL TIME,Male,Personal,"10,001 - 15,000",14000
49,July,22/07/2019,FULL TIME,Male,Home,"1,001 - 5,000",4000
49,July,26/07/2019,FULL TIME,Male,Home,"1,001 - 5,000",4000
49,March,23/03/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",13500
49,September,10/09/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
49,August,16/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
49,April,11/04/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
49,June,25/06/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",7500
49,January,04/01/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
49,April,24/04/2019,FULL TIME,FEMALE,Home,"0 - 1,000",600
49,July,24/07/2019,FULL TIME,FEMALE,Home,"0 - 1,000",800
49,December,03/12/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
49,June,19/06/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
49,August,28/08/2019,FULL TIME,FEMALE,Home,"10,001 - 15,000",11000
49,November,13/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1096.63
49,September,07/09/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",2500
49,December,14/12/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
49,February,11/02/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
49,September,12/09/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1800
49,September,02/09/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
49,January,16/01/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1200
49,November,18/11/2019,PART TIME,FEMALE,Car,"5,001 - 10,000",10000
49,April,13/04/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
49,April,12/04/2019,FULL TIME,FEMALE,Home,"0 - 1,000",500
49,August,16/08/2019,FULL TIME,FEMALE,Home,"0 - 1,000",500
49,March,20/03/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",700
49,May,27/05/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
49,October,16/10/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1300
49,January,14/01/2019,FULL TIME,Male,Car,"1,001 - 5,000",4000
49,May,24/05/2019,PART TIME,Male,Car,"5,001 - 10,000",8000
49,November,21/11/2019,PART TIME,Male,Home,"1,001 - 5,000",1500
49,March,12/03/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",351.21
49,September,07/09/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
49,December,13/12/2019,FULL TIME,Male,Home,"0 - 1,000",1000
49,January,25/01/2019,FULL TIME,Male,Personal,"15,001 - 25,000",25000
50,January,11/01/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",200
50,February,14/02/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",5700
50,April,30/04/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
50,September,11/09/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
50,December,07/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",290
50,August,19/08/2019,FULL TIME,Male,Home,"1,001 - 5,000",2300
50,May,07/05/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",10000
50,February,21/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
50,April,09/04/2019,FULL TIME,Male,Home,"15,001 - 25,000",20000
50,January,29/01/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",200
50,June,24/06/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2700
50,March,09/03/2019,FULL TIME,Male,Personal,"5,001 - 10,000",6900
50,April,20/04/2019,FULL TIME,Male,Car,"10,001 - 15,000",15000
50,July,18/07/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",250
50,December,12/12/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",400
50,March,02/03/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
50,March,06/03/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",700
50,July,03/07/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
50,February,21/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1700
50,October,23/10/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1100
50,July,03/07/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",3000
50,January,25/01/2019,FULL TIME,Male,Car,"0 - 1,000",1000
50,June,13/06/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
50,August,06/08/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",30000
50,September,13/09/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",6000
50,January,16/01/2019,UNEMPLOYED,FEMALE,Personal,"5,001 - 10,000",7000
50,March,28/03/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
50,March,05/03/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
50,March,07/03/2019,FULL TIME,Male,Home,"1,001 - 5,000",4500
50,July,12/07/2019,FULL TIME,Male,Home,"1,001 - 5,000",1500
50,June,01/06/2019,FULL TIME,Male,Home,"1,001 - 5,000",4000
50,July,05/07/2019,FULL TIME,Male,Personal,"0 - 1,000",955
50,May,23/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
50,November,25/11/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3500
50,February,28/02/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
50,June,26/06/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
50,October,23/10/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
50,April,24/04/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
50,May,09/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
50,December,03/12/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
50,March,04/03/2019,FULL TIME,Male,Car,"1,001 - 5,000",5000
50,August,09/08/2019,FULL TIME,Male,Personal,"0 - 1,000",700
50,September,09/09/2019,FULL TIME,Male,Personal,"0 - 1,000",600
50,May,21/05/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
50,December,13/12/2019,FULL TIME,Male,Car,"0 - 1,000",900
50,January,25/01/2019,FULL TIME,Male,Student,"1,001 - 5,000",5000
50,July,22/07/2019,FULL TIME,Male,Student,"5,001 - 10,000",7000
50,November,25/11/2019,FULL TIME,Male,Student,"1,001 - 5,000",2000
50,November,28/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
50,May,08/05/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1890
50,January,16/01/2019,FULL TIME,FEMALE,Home,"0 - 1,000",250
50,June,12/06/2019,FULL TIME,FEMALE,Home,"0 - 1,000",500
50,June,14/06/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",1500
50,December,10/12/2019,PART TIME,FEMALE,Home,"0 - 1,000",1000
50,May,10/05/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
50,April,11/04/2019,FULL TIME,FEMALE,Personal,"10,001 - 15,000",13850
50,November,21/11/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",2000
50,August,22/08/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2500
50,November,01/11/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",9000
50,February,08/02/2019,FULL TIME,FEMALE,Car,"15,001 - 25,000",16000
50,October,04/10/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
50,June,10/06/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
